"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-08","4.25",",,W",,,,,"0.00",",,W,2400",,,,,"65","H,,S","75",",,W","56",",,W","  260",",,W","  270",",,W",,,"17.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-09","3.36",",,W",,,,,"0.00",",,W,2400",,,,,"63","H,,S","72",",,W","55",",,W","  250",",,W","  230",",,W",,,"12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-10","4.47",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","69",",,W","53",",,W","  270",",,W","  320",",,W",,,"13.0",",,W","14.1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-11","9.40",",,W",,,,,"0.00","T,,W,2400",,,,,"62","H,,S","65",",,W","60",",,W","  130",",,W","  130",",,W",,,"21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-12","11.63",",,W",,,,,"1.49",",,W,2400",,,,,"60","H,,S","62",",,W","54",",,W","  270",",,W","  220",",,W",,,"30.0",",,W","40.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-13","5.37",",,W",,,,,"0.00",",,W,2400",,,,,"57","H,,S","62",",,W","50",",,W","  260",",,W","  310",",,W",,,"14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-14","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"56","H,,S","63",",,W","48",",,W","  250",",,W","  270",",,W",,,"10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-15","3.58",",,W",,,,,"0.00","T,,W,2400",,,,,"56","H,,S","64",",,W","49",",,W","  130",",,W","  180",",,W",,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-16","7.38",",,W",,,,,"0.73",",,W,2400",,,,,"57","H,,S","60",",,W","53",",,W","   50",",,W","   20",",,W",,,"14.1",",,W","29.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-17","5.14",",,W",,,,,"0.18",",,W,2400",,,,,"56","H,,S","61",",,W","52",",,W","  270",",,W","  270",",,W",,,"18.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-18","3.13",",,W",,,,,"0.00","T,,W,2400",,,,,"56","H,,S","61",",,W","49",",,W","   70",",,W","  210",",,W",,,"8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-19","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"56","H,,S","63",",,W","50",",,W","  270",",,W","  290",",,W",,,"15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-20","3.80",",,W",,,,,"0.00",",,W,2400",,,,,"57","H,,S","62",",,W","50",",,W","  270",",,W","  230",",,W",,,"10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-21","4.25",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","65",",,W","51",",,W","  270",",,W","  270",",,W",,,"13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-22","4.03",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","68",",,W","50",",,W","  260",",,W","  250",",,W",,,"10.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-23","4.03",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","79",",,W","52",",,W","  270",",,W","  280",",,W",,,"12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-24","5.82",",,W",,,,,"0.00",",,W,2400",,,,,"65","H,,S","73",",,W","57",",,W","  270",",,W","  290",",,W",,,"14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-25","13.65",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","64",",,W","52",",,W","   10",",,W","  360",",,W",,,"25.9",",,W","38.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-26","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"54","H,,S","62",",,W","44",",,W","  350",",,W","  360",",,W",,,"15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-27","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"52","H,,S","59",",,W","40",",,W","  240",",,W","  230",",,W",,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-28","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"51","H,,S","59",",,W","42",",,W","  260",",,W","  240",",,W",,,"13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-29","4.03",",,W",,,,,"0.00",",,W,2400",,,,,"51","H,,S","60",",,W","42",",,W","  270",",,W","  260",",,W",,,"10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-30","8.50",",,W",,,,,"0.31",",,W,2400",,,,,"52","H,,S","58",",,W","46",",,W","   90",",,W","   90",",,W",,,"21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2014-12-31","6.04",",,W",,,,,"0.00",",,W,2400",,,,,"49","H,,S","57",",,W","42",",,W","  330",",,W","  350",",,W",,,"21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-01","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"47","H,,S","57",",,W","36",",,W","   60",",,W","   60",",,W",,,"12.1",",,W","15.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-02","4.25",",,W",,,,,"0.00",",,W,2400",,,,,"48","H,,S","56",",,W","38",",,W","  280",",,W","  270",",,W",,,"12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-03","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"50","H,,S","59",",,W","42",",,W","  270",",,W","  210",",,W",,,"12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-04","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"53","H,,S","61",",,W","42",",,W","  270",",,W","  270",",,W",,,"13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-05","5.59",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","79",",,W","50",",,W","   40",",,W","  340",",,W",,,"12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-06","6.49",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","83",",,W","55",",,W","   20",",,W","   20",",,W",,,"14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-07","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"65","H,,S","79",",,W","53",",,W","  270",",,W","  230",",,W",,,"14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-08","2.91",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","71",",,W","51",",,W","  250",",,W","  260",",,W",,,"16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-09","3.13",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","71",",,W","56",",,W","  250",",,W","  240",",,W",,,"15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-10","4.25",",,W",,,,,"0.69",",,W,2400",,,,,"58","H,,S","61",",,W","53",",,W","   80",",,W","   20",",,W",,,"8.9",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-11","4.92",",,W",,,,,"0.39",",,W,2400",,,,,"56","H,,S","60",",,W","55",",,W","  280",",,W","  310",",,W",,,"10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-12","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"57","H,,S","62",",,W","53",",,W","  260",",,W","  240",",,W",,,"12.1",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-13","3.80",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","63",",,W","55",",,W","  280",",,W","  290",",,W",,,"13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-14","4.03",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","69",",,W","47",",,W","  260",",,W","  250",",,W",,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-15","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","73",",,W","50",",,W","  270",",,W","  280",",,W",,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-16","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","73",",,W","50",",,W","  280",",,W","  270",",,W",,,"14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-17","4.03",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","74",",,W","49",",,W","  270",",,W","  280",",,W",,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-18","4.03",",,W",,,,,"0.00",",,W,2400",,,,,"59","H,,S","68",",,W","52",",,W","  270",",,W",,,,,"12.1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-19","2.68",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","66",",,W","50",",,W","  260",",,W","  280",",,W",,,"12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-20","3.36",",,W",,,,,"0.00",",,W,2400",,,,,"56","H,,S","59",",,W","53",",,W","  260",",,W",,,,,"13.0",",,W",,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-21","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","63",",,W","55",",,W","  270",",,W",,,,,"13.0",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-22","4.47",",,W",,,,,"0.00",",,W,2400",,,,,"59","H,,S","73",",,W","48",",,W","  260",",,W","  180",",,W",,,"12.1",",,W","15.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-23","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"62","H,,S","72",",,W","51",",,W","  270",",,W","  260",",,W",,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-24","3.13",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","76",",,W","48",",,W","  250",",,W","  170",",,W",,,"13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-25","2.46",",,W",,,,,"0.00",",,W,2400",,,,,"65","H,,S","80",",,W","48",",,W","  220",",,W","  210",",,W",,,"14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-26","5.82",",,W",,,,,"0.13",",,W,2400",,,,,"67","H,,S","76",",,W","55",",,W","  160",",,W","  150",",,W",,,"21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-27","4.92",",,W",,,,,"0.00","T,,W,2400",,,,,"60","H,,S","69",",,W","54",",,W","  270",",,W","  270",",,W",,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-28","4.25",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","72",",,W","56",",,W","  270",",,W","  270",",,W",,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-29","3.80",",,W",,,,,"0.00","T,,W,2400",,,,,"65","H,,S","73",",,W","59",",,W","  270",",,W","  350",",,W",,,"10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-30","3.58",",,W",,,,,"0.04",",,W,2400",,,,,"64","H,,S","68",",,W","58",",,W","  250",",,W","  300",",,W",,,"13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-01-31","4.92",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","66",",,W","55",",,W","  270",",,W",,,,,"14.1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-01","3.80",",,W",,,,,"0.00",",,W,2400",,,,,"59","H,,S","70",",,W","50",",,W","  280",",,W","  290",",,W",,,"14.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-02","4.92",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","68",",,W","50",",,W","  270",",,W","  270",",,W",,,"13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-03","4.47",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","62",",,W","53",",,W","  270",",,W","  270",",,W",,,"13.0",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-04","5.37",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","62",",,W","54",",,W","  280",",,W","  290",",,W",,,"12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-05","5.82",",,W",,,,,"0.00",",,W,2400",,,,,"57","H,,S","72",",,W","49",",,W","  260",",,W","  270",",,W",,,"17.0",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-06","6.49",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","65",",,W","53",",,W","  270",",,W","  280",",,W",,,"13.0",",,W","16.1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-07","4.25",",,W",,,,,"0.00","T,,W,2400",,,,,"58","H,,S","64",",,W","51",",,W","  290",",,W","  270",",,W",,,"14.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-08","7.61",",,W",,,,,"0.00",",,W,2400",,,,,"63","H,,S","71",",,W","59",",,W","  260",",,W","  260",",,W",,,"17.0",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-09","7.61",",,W",,,,,"0.00",",,W,2400",,,,,"61","H,,S","67",",,W","56",",,W","  280",",,W","  270",",,W",,,"21.0",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-10","4.92",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","72",",,W","51",",,W","  270",",,W","  280",",,W",,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-11","3.80",",,W",,,,,"0.00",",,W,2400",,,,,"66","H,,S","83",",,W","55",",,W","  260",",,W","  300",",,W",,,"12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-12","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","84",",,W","57",",,W","  300",",,W","  300",",,W",,,"15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-13","5.37",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","84",",,W","56",",,W","  270",",,W","  290",",,W",,,"15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-14","5.14",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","82",",,W","58",",,W","  270",",,W","  280",",,W",,,"17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-15","5.82",",,W",,,,,"0.00",",,W,2400",,,,,"63","H,,S","74",",,W","53",",,W","  270",",,W","  250",",,W",,,"14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-16","5.82",",,W",,,,,"0.00",",,W,2400",,,,,"59","H,,S","63",",,W","54",",,W","  270",",,W","  270",",,W",,,"13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-17","6.26",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","65",",,W","58",",,W","  270",",,W","  290",",,W",,,"14.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-18","6.71",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","67",",,W","56",",,W","  260",",,W","  250",",,W",,,"15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-19","6.04",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","65",",,W","57",",,W","  260",",,W","  240",",,W",,,"13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-20","4.92",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","65",",,W","57",",,W","  260",",,W","  250",",,W",,,"14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-21","6.26",",,W",,,,,"0.00",",,W,2400",,,,,"60","H,,S","65",",,W","58",",,W","  240",",,W","  230",",,W",,,"16.1",",,W","23.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-22","6.26",",,W",,,,,"0.27",",,W,2400",,,,,"59","H,,S","62",",,W","53",",,W","  270",",,W","  240",",,W",,,"17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-23","6.93",",,W",,,,,"0.00","T,,W,2400",,,,,"55","H,,S","62",",,W","48",",,W","  270",",,W","  270",",,W",,,"21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-24","9.17",",,W",,,,,"0.00",",,W,2400",,,,,"57","H,,S","72",",,W","45",",,W","  270",",,W","  280",",,W",,,"23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-25","6.04",",,W",,,,,"0.00",",,W,2400",,,,,"58","H,,S","69",",,W","48",",,W","  270",",,W","  270",",,W",,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2015-02-26","4.03",",,W",,,,,"0.00",",,W,2400",,,,,"57","H,,S","64",",,W","50",",,W","  260",",,W","  240",",,W",,,"14.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
